Mean_Velocity_units_per_s,Max_Velocity_units_per_s,Std_Velocity_units_per_s,Behavioral_Inertia_autocorr,Rapid_Transition_Events
40.2452392578125,149.06947326660156,12.405288696289062,0.9967609295232962,634
