Total_Clicks,Total_Intervals,ICI_Mean_ms,ICI_Median_ms,ICI_Std_ms,ICI_Min_ms,ICI_Max_ms,Terminal_Buzz_Percent,Regular_Echo_Percent,Click_Train_Count,Click_Train_Mean_Length
28967,28966,39.84828189376317,26.666666666699257,33.2367667984116,10.666666666679703,410.66666666716856,75.52647932058275,24.028170959055444,365,78.17808219178082
