Recording_Duration_s,Recording_Duration_min,Sample_Rate_Hz,Total_Audio_Samples,Feature_Vectors,Time_Resolution_ms,Frequency_Resolution_Hz
1154.2666666666667,19.237777777777776,192000,N/A,216426,5.333333333339851,93.75
