PC1_Explained_Variance,PC2_Explained_Variance,Total_Variance_Explained,Trajectory_Length,Mean_Velocity,Max_Velocity,Trajectory_Complexity
0.14339669048786163,0.11779683828353882,0.3568827211856842,29687.51953125,0.13717232644557953,0.6916661262512207,0.4718148410320282
