Lombard_Correlation_r,Noise_Floor_Mean_dB,Signal_Mean_dB,SNR_Estimate_dB,Lombard_Interpretation
0.15476956976751108,-78.49184023111026,-77.59521,0.8966330167547909,Independent_Activity
