PC1_Variance_Ratio,PC2_Variance_Ratio,PC3_Variance_Ratio,PC4_Variance_Ratio,PC5_Variance_Ratio,PC6_Variance_Ratio,PC7_Variance_Ratio,PC8_Variance_Ratio,PC9_Variance_Ratio,PC10_Variance_Ratio,Total_Variance_Explained
0.14339669048786163,0.11779683828353882,0.09568919241428375,0.07461228966712952,0.07139411568641663,0.06182866543531418,0.05592931807041168,0.05273372679948807,0.04484369233250618,0.043245043605566025,0.7614695727825165
