Num_Transitions,Self_Transition_DEEP REST,Self_Transition_SOFT BURST,Self_Transition_INTENSE BURS,Self_Transition_BASELINE,Self_Transition_SOCIAL PLAY,Self_Transition_SOFT BURST (,Self_Transition_BASELINE (1),Self_Transition_SCAN BURST
216425,0.4622194119506797,0.6066241264053479,0.7472836507733606,0.5759774595700335,0.6198462277751081,0.48256800233986547,0.48900458023953797,0.4637447342475576
