N_Landmarks,Max_Betti_1_Loops,Max_Betti_2_Voids,N_H1_Features,N_H2_Features,Mean_H1_Persistence,Max_H1_Persistence,Interpretation
800,150,71,890,655,0.013871622135799922,0.059015899896621704,COMPLEX TOPOLOGY
