Total_Bouts,Recording_Duration_s,Bouts_Per_Minute,Duration_Mean_s,Duration_Median_s,Duration_Std_s,Duration_Geometric_Mean_s
26496,1154.2666666666667,1377.290054291325,0.02089371980678882,0.016000000000019554,0.020398288011421566,0.019348758182930723
