Total_Contours_Detected,Num_Whistle_Types,Type_1_Count,Type_1_Percent,Type_2_Count,Type_2_Percent,Type_3_Count,Type_3_Percent,Type_4_Count,Type_4_Percent
256,4,29,11.328125,142,55.46875,55,21.484375,30,11.71875
