Latent_Dimensions,N_Samples,Mean_L2_Norm,Std_L2_Norm,Max_L2_Norm,Dim_1_Mean,Dim_1_Std,Dim_2_Mean,Dim_2_Std,Dim_3_Mean,Dim_3_Std,Dim_4_Mean,Dim_4_Std,Dim_5_Mean,Dim_5_Std,Dim_6_Mean,Dim_6_Std,Dim_7_Mean,Dim_7_Std,Dim_8_Mean,Dim_8_Std,Dim_9_Mean,Dim_9_Std,Dim_10_Mean,Dim_10_Std
32,216426,1.7705096006393433,0.03589046746492386,2.145491600036621,-0.017913883551955223,0.06882526725530624,0.18345634639263153,0.10870969295501709,-0.6131497025489807,0.0291959997266531,-0.05442643165588379,0.12289793789386749,-0.24090911448001862,0.081069216132164,-0.10680656880140305,0.09453891217708588,0.5092483162879944,0.015665074810385704,0.42157310247421265,0.03553863987326622,-0.24682384729385376,0.017607519403100014,-0.006961973849684,0.0674796923995018
