Recording_Duration_s,Recording_Duration_min,Feature_Samples,Num_Behavioral_States,Total_State_Transitions,RQA_Recurrence_Rate,RQA_Determinism,RQA_Laminarity,Shannon_Entropy_Mean_bits,Shannon_Entropy_Normalized,ICI_Total_Clicks,ICI_Mean_ms,ICI_Median_ms,ICI_Terminal_Buzz_Percent,Bout_Total_Count,Bout_Duration_Mean_s,Bout_Bouts_Per_Minute,Vocal_Total_Events,Vocal_Mean_FTO_ms,Vocal_Gap_Ratio,Vocal_Burstiness,Vocal_Response_Prob,Whistle_Contours_Detected,Whistle_Types_Clustered,Lombard_Correlation,Noise_Floor_dB,Kinematic_Mean_Velocity,Kinematic_Max_Velocity,Kinematic_Inertia,Kinematic_Rapid_Events,Motif_N_Significant,Motif_N_Preferred,Motif_N_Avoided,Motif_Top_Z,Irreversibility_Mean_Abs,Irreversibility_Max_Abs,Criticality_N_Avalanches,Criticality_Power_Law_Slope,Criticality_Is_Critical,TDA_Max_Betti_1,TDA_Max_Betti_2
1154.2666666666667,19.237777777777776,216426,8,101637,14.999940239281914,31.201859229747676,44.9136786188579,2.901244165632307,0.9670813885441024,28967,39.84828189376317,26.666666666699257,75.52647932058275,26496,0.02089371980678882,1377.290054291325,22109,14.804414691513765,0.17676859055545505,0.22098449429821412,1.0,256,4,0.15476956976751108,-78.49184023111026,40.2452392578125,149.06947326660156,0.9967609295232962,634,40,20,20,228.67806968435056,0.05593188719333274,0.17155334160918634,20896,-2.2301793592389583,False,150,71
