State_ID,State_Label,Whistle_Deviation,Burst_Deviation,Click_Deviation,Whistle_Mean,Burst_Mean,Click_Mean
0,DEEP REST,-0.01455870270729065,-0.011889979243278503,0.0005037188529968262,0.37686941027641296,0.13060900568962097,0.6620056629180908
1,SOFT BURST,0.034551382064819336,0.0017840415239334106,-0.0016939043998718262,0.42597949504852295,0.14428302645683289,0.6598080396652222
2,INTENSE BURST,0.007883906364440918,0.09061771631240845,-0.0049163103103637695,0.39931201934814453,0.23311670124530792,0.6565856337547302
3,BASELINE,-0.008610039949417114,-0.015607982873916626,0.0011888742446899414,0.3828180730342865,0.12689100205898285,0.6626908183097839
4,SOCIAL PLAY,0.03773096203804016,0.01239350438117981,0.0009278655052185059,0.4291590750217438,0.15489248931407928,0.6624298095703125
5,SOFT BURST (1),-0.007609248161315918,-0.005548149347305298,0.0006218552589416504,0.3838188648223877,0.13695083558559418,0.6621237993240356
6,BASELINE (1),-0.012960761785507202,-0.01156480610370636,-0.0008597373962402344,0.3784673511981964,0.13093417882919312,0.6606422066688538
7,SCAN BURST,-0.0009292364120483398,-0.008686736226081848,0.001394033432006836,0.3904988765716553,0.13381224870681763,0.6628959774971008
