Recurrence_Rate_Percent,Determinism_Percent,Laminarity_Percent,Mean_Diagonal_Length_samples,Diagonal_Entropy_bits,DET_RR_Ratio
14.999940239281914,31.201859229747676,44.9136786188579,2.2605474575455813,0.0007594195545338602,2.0801322359962544
