N_Avalanches,Mean_Avalanche_Size,Max_Avalanche_Size,Mean_Duration_steps,Power_Law_Slope_Alpha,Scaling_Exponent_Gamma,Is_Critical,Threshold_Used
20896,3.7887907558524407,268.64387607574463,2.746554364471669,-2.2301793592389583,1.033168509358424,False,1.2685000374913216
